LOC_MSCONS;LOC_PLZ;LOC_EEGKEY;DATE_PERIOD_START;YEAR_PS;MONTH_PS;DAY_PS;HOUR_PS;MINUTE_PS;UTC_PS;DATE_PERIOD_END;YEAR_PE;MONTH_PE;DAY_PE;HOUR_PE;MINUTE_PE;UTC_PE;VALUE
US0001062600000001000000022345671;26000;1E+15;201512011445+01;2015;12;1;14;45;1;201512011500+01;2015;12;1;15;0;1;0,9
US0001062600000001000000022345671;26000;1E+15;201512011500+01;2015;12;1;15;0;1;201512011500+01;2015;12;1;15;0;1;0,9
US0001062600000001000000022345671;26000;1E+15;201512011500+01;2015;12;1;15;0;1;201512011515+01;2015;12;1;15;15;1;0,9
US0001062600000001000000022345671;26000;1E+15;201512011500+01;2015;12;1;15;0;1;201512011515+01;2015;12;1;15;15;1;0
US0001062600000001000000022345671;26000;1E+15;201512011515+01;2015;12;1;15;15;1;201512011515+01;2015;12;1;15;15;1;0
US0001062600000001000000022345671;26000;1E+15;201512011515+01;2015;12;1;15;15;1;201512011530+01;2015;12;1;15;30;1;0
US0001062600000001000000022345671;26000;1E+15;201512011515+01;2015;12;1;15;15;1;201512011530+01;2015;12;1;15;30;1;0
US0001062600000001000000022345671;26000;1E+15;201512011530+01;2015;12;1;15;30;1;201512011530+01;2015;12;1;15;30;1;0
US0001062600000001000000022345671;26000;1E+15;201512011530+01;2015;12;1;15;30;1;201512011545+01;2015;12;1;15;45;1;0
US0001062600000001000000022345671;26000;1E+15;201512011530+01;2015;12;1;15;30;1;201512011545+01;2015;12;1;15;45;1;0
US0001062600000001000000022345671;26000;1E+15;201512011545+01;2015;12;1;15;45;1;201512011545+01;2015;12;1;15;45;1;0
US0001062600000001000000022345671;26000;1E+15;201512011545+01;2015;12;1;15;45;1;201512011600+01;2015;12;1;16;0;1;0
US0001062600000001000000022345671;26000;1E+15;201512011545+01;2015;12;1;15;45;1;201512011600+01;2015;12;1;16;0;1;0
US0001062600000001000000022345671;26000;1E+15;201512011600+01;2015;12;1;16;0;1;201512011600+01;2015;12;1;16;0;1;0
US0001062600000001000000022345671;26000;1E+15;201512011600+01;2015;12;1;16;0;1;201512011615+01;2015;12;1;16;15;1;0
US0001062600000001000000022345671;26000;1E+15;201512011600+01;2015;12;1;16;0;1;201512011615+01;2015;12;1;16;15;1;0
US0001062600000001000000022345671;26000;1E+15;201512011615+01;2015;12;1;16;15;1;201512011615+01;2015;12;1;16;15;1;0
US0001062600000001000000022345671;26000;1E+15;201512011615+01;2015;12;1;16;15;1;201512011630+01;2015;12;1;16;30;1;0
US0001062600000001000000022345671;26000;1E+15;201512011615+01;2015;12;1;16;15;1;201512011630+01;2015;12;1;16;30;1;0
US0001062600000001000000022345671;26000;1E+15;201512011630+01;2015;12;1;16;30;1;201512011630+01;2015;12;1;16;30;1;0
US0001062600000001000000022345671;26000;1E+15;201512011630+01;2015;12;1;16;30;1;201512011645+01;2015;12;1;16;45;1;0
US0001062600000001000000022345671;26000;1E+15;201512011630+01;2015;12;1;16;30;1;201512011645+01;2015;12;1;16;45;1;0
US0001062600000001000000022345671;26000;1E+15;201512011645+01;2015;12;1;16;45;1;201512011645+01;2015;12;1;16;45;1;0
US0001062600000001000000022345671;26000;1E+15;201512011645+01;2015;12;1;16;45;1;201512011700+01;2015;12;1;17;0;1;0
US0001062600000001000000022345671;26000;1E+15;201512011645+01;2015;12;1;16;45;1;201512011700+01;2015;12;1;17;0;1;0
US0001062600000001000000022345671;26000;1E+15;201512011700+01;2015;12;1;17;0;1;201512011700+01;2015;12;1;17;0;1;0
US0001062600000001000000022345671;26000;1E+15;201512011700+01;2015;12;1;17;0;1;201512011715+01;2015;12;1;17;15;1;0
